,CVE_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA
8585,F38001,2022-04-27 00:00:00,2022-04-27,
8586,F38002,2022-04-15 00:00:00,2022-05-27,2022-04-27
8587,F38003,2022-04-22 00:00:00,2022-04-27,
8588,F38004,2022-04-22 00:00:00,2022-04-27,
8589,F38005,2022-04-15 00:00:00,2022-05-27,
8590,F38006,2022-04-26 00:00:00,2022-04-27,
8591,F38007,2022-04-27 00:00:00,2022-04-27,
8592,F38008,2022-04-25 00:00:00,2022-04-28,
8593,F38009,2022-04-28 00:00:00,2022-04-28,
8594,F38010,2022-04-28 00:00:00,2022-04-28,
8595,F38011,2022-04-27 00:00:00,2022-04-28,
8596,F38012,2022-04-25 00:00:00,2022-05-13,
8597,F38013,2022-04-28 00:00:00,2022-04-28,
8598,F38014,2022-04-27 00:00:00,2022-04-28,
8599,F38015,2022-04-28 00:00:00,2022-04-28,
8600,F38016,2022-04-28 00:00:00,2022-04-28,
8601,F38017,2022-04-28 00:00:00,2022-04-28,
8602,F38018,2022-04-28 00:00:00,2022-05-28,
8603,F38019,2022-04-27 00:00:00,2022-04-28,
8604,F38020,2022-04-22 00:00:00,2022-05-28,
8605,F38021,2022-05-03 00:00:00,2022-07-02,
8606,F38022,2022-04-29 00:00:00,2022-05-07,
8607,F38023,2022-04-29 00:00:00,2022-04-29,
8608,F38024,2022-04-29 00:00:00,2022-04-29,
8609,F38025,2022-04-29 00:00:00,2022-04-29,
8610,F38026,2022-04-19 00:00:00,2022-05-14,
8611,F38027,2022-04-29 00:00:00,2022-04-29,
8612,F38028,2022-04-29 00:00:00,2022-04-29,
8613,F38029,2022-04-26 00:00:00,2022-04-29,
8614,F38030,2022-04-29 00:00:00,2022-04-29,
8615,F38031,2022-04-05 00:00:00,2022-04-29,
8616,F38032,2022-04-21 00:00:00,2022-04-29,
8617,F38033,2022-04-29 00:00:00,2022-04-29,
8618,F38034,2022-03-28 00:00:00,2022-04-29,
8619,F38035,2022-04-27 00:00:00,2022-04-29,
8620,F38036,2022-04-29 00:00:00,2022-04-29,
8621,F38037,2022-04-26 00:00:00,2022-04-29,
8622,F38038,2022-04-28 00:00:00,2022-04-29,
8623,F38039,2022-04-29 00:00:00,2022-04-29,
8624,F38040,2022-04-29 00:00:00,2022-04-29,
8625,F38041,2022-04-29 00:00:00,2022-04-29,
8626,F38042,2022-04-27 00:00:00,2022-05-14,
8627,F38043,2022-04-29 00:00:00,2022-04-29,
8628,F38044,2022-04-29 00:00:00,2022-05-14,
8629,F38045,2022-04-29 00:00:00,2022-04-29,
8630,F38046,2022-04-25 00:00:00,2022-05-29,
8631,F38047,2022-04-25 00:00:00,2022-05-29,
8632,F38048,2022-05-04 00:00:00,2022-05-14,
8633,F38049,2022-04-29 00:00:00,2022-04-29,
8634,F38050,2022-04-29 00:00:00,2022-04-29,
8635,F38051,2022-04-29 00:00:00,2022-04-29,
8636,F38052,2022-04-29 00:00:00,2022-04-29,
8637,F38053,2022-04-29 00:00:00,2022-04-29,
8638,F38054,2022-04-29 00:00:00,2022-04-29,
8639,F38055,2022-04-29 00:00:00,2022-05-29,
8640,F38056,2022-04-29 00:00:00,2022-04-29,
8641,F38057,2022-04-29 00:00:00,2022-04-29,
8642,F38058,2022-05-02 00:00:00,2022-05-02,
8643,F38059,2022-04-25 00:00:00,2022-05-02,
8644,F38060,2022-05-02 00:00:00,2022-05-02,
8645,F38061,2022-05-03 00:00:00,2022-05-03,
8646,F38062,2022-05-03 00:00:00,2022-05-03,
8647,F38063,2022-05-03 00:00:00,2022-05-03,
8648,F38064,2022-05-03 00:00:00,2022-05-03,
8649,F38065,2022-05-04 00:00:00,2022-05-03,
8650,F38066,2022-05-04 00:00:00,2022-05-04,
8651,F38067,2022-05-04 00:00:00,2022-05-04,
8652,F38068,2022-05-04 00:00:00,2022-05-04,
8653,F38069,2022-05-04 00:00:00,2022-05-04,
8654,F38070,2022-05-03 00:00:00,2022-05-04,
8655,F38071,2022-05-04 00:00:00,2022-05-04,
8656,F38072,2022-05-04 00:00:00,2022-05-04,
8657,F38073,2022-03-04 00:00:00,2022-06-03,
8658,F38074,2022-04-29 00:00:00,2022-08-02,
8659,F38075,2022-05-04 00:00:00,2022-05-04,
8660,F38076,2022-05-04 00:00:00,2022-05-04,
8661,F38077,2022-05-04 00:00:00,2022-05-04,
8662,F38078,2022-05-04 00:00:00,2022-05-04,
8663,F38079,2022-05-04 00:00:00,2022-05-19,
8664,F38080,2022-05-04 00:00:00,2022-05-04,
8665,F38081,2022-05-04 00:00:00,2022-05-04,
8666,F38082,2022-04-27 00:00:00,2022-05-04,
8667,F38083,2022-05-04 00:00:00,2022-05-04,
8668,F38084,2022-05-04 00:00:00,2022-05-04,
8669,F38085,2022-04-29 00:00:00,2022-08-03,
8670,F38086,2022-05-06 00:00:00,2022-05-05,
8671,F38087,2022-05-05 00:00:00,2022-05-05,
8672,F38088,2022-05-05 00:00:00,2022-05-05,
8673,F38089,2022-05-05 00:00:00,2022-05-05,
8674,F38090,2022-05-05 00:00:00,2022-05-05,
8675,F38091,2022-05-05 00:00:00,2022-05-05,2022-05-11
8676,F38092,2022-04-26 00:00:00,2022-05-05,
8677,F38093,2022-05-11 00:00:00,2022-05-05,2022-05-11
8678,F38094,2022-05-05 00:00:00,2022-05-05,
8679,F38095,2022-04-28 00:00:00,2022-05-05,
8680,F38096,2022-05-06 00:00:00,2022-05-06,
8681,F38097,2022-04-29 00:00:00,2022-06-05,
8682,F38098,2022-04-28 00:00:00,2022-05-06,2022-05-06
8683,F38099,2022-05-06 00:00:00,2022-05-06,
8684,F38100,2022-04-28 00:00:00,2022-05-06,
8685,F38101,2022-05-06 00:00:00,2022-05-06,
8686,F38102,2022-05-06 00:00:00,2022-05-06,
8687,F38103,2022-05-06 00:00:00,2022-05-06,
8688,F38104,2022-05-06 00:00:00,2022-05-06,
8689,F38105,2022-05-06 00:00:00,2022-05-06,
8690,F38106,2022-05-06 00:00:00,2022-05-06,
8691,F38107,2022-05-20 00:00:00,2022-05-09,
8692,F38108,2022-04-29 00:00:00,2022-05-09,
8693,F38109,2022-05-09 00:00:00,2022-05-09,
8694,F38110,2022-05-09 00:00:00,2022-05-09,
8695,F38111,2022-05-10 00:00:00,2022-05-09,
8696,F38112,2022-05-09 00:00:00,2022-05-09,
8697,F38113,2022-05-09 00:00:00,2022-05-09,
8698,F38114,2022-05-10 00:00:00,2022-05-24,
8699,F38115,2022-05-10 00:00:00,2022-06-08,
8700,F38116,2022-05-09 00:00:00,2022-05-09,
8701,F38117,2022-05-09 00:00:00,2022-05-09,
8702,F38118,2022-05-09 00:00:00,2022-05-09,
8703,F38119,2022-05-11 00:00:00,2022-05-09,
8704,F38120,2022-05-06 00:00:00,2022-05-10,
8705,F38121,2022-05-10 00:00:00,2022-05-10,
8706,F38122,2022-05-13 00:00:00,2022-05-10,
8707,F38123,2022-05-10 00:00:00,2022-05-10,
8708,F38124,2022-05-09 00:00:00,2022-05-10,
8709,F38125,2022-05-06 00:00:00,2022-05-10,
8710,F38126,2022-05-11 00:00:00,2022-05-11,
8711,F38127,2022-05-11 00:00:00,2022-05-11,
8712,F38128,2022-05-11 00:00:00,2022-06-10,
8713,F38129,2022-05-03 00:00:00,2022-05-11,
8714,F38130,2022-05-13 00:00:00,2022-05-11,
8715,F38131,2022-05-11 00:00:00,2022-05-11,
8716,F38132,2022-05-11 00:00:00,2022-05-11,
8717,F38133,2022-05-11 00:00:00,2022-05-11,
8718,F38134,2022-05-11 00:00:00,2022-05-11,
8719,F38135,2022-05-11 00:00:00,2022-05-11,
8720,F38136,2022-05-11 00:00:00,2022-05-11,
8721,F38137,2022-05-11 00:00:00,2022-05-26,
8722,F38138,2022-05-12 00:00:00,2022-05-11,
8723,F38139,2022-05-11 00:00:00,2022-05-11,
8724,F38140,2022-05-12 00:00:00,2022-05-26,
8725,F38141,2022-03-07 00:00:00,2022-05-12,
8726,F38142,2022-05-09 00:00:00,2022-05-12,
8727,F38143,2022-05-12 00:00:00,2022-05-12,
8728,F38144,2022-05-12 00:00:00,2022-05-12,
8729,F38145,2022-04-27 00:00:00,2022-05-12,
8730,F38146,2022-05-05 00:00:00,2022-06-11,
8731,F38147,2022-05-03 00:00:00,2022-06-11,
8732,F38148,2022-05-05 00:00:00,2022-05-12,
8733,F38149,2022-05-13 00:00:00,2022-05-12,
8734,F38150,2022-05-12 00:00:00,2022-05-12,
8735,F38151,2022-05-12 00:00:00,2022-05-12,
8736,F38152,2022-05-12 00:00:00,2022-05-12,
8737,F38153,2022-05-13 00:00:00,2022-05-28,
8738,F38154,2022-05-13 00:00:00,2022-05-13,
8739,F38155,2022-05-09 00:00:00,2022-05-13,
8740,F38156,2022-05-13 00:00:00,2022-05-13,
8741,F38157,2022-05-13 00:00:00,2022-05-13,
8742,F38158,2022-05-13 00:00:00,2022-05-13,
8743,F38159,2022-05-04 00:00:00,2022-05-13,
8744,F38160,2022-05-09 00:00:00,2022-05-13,
8745,F38161,2022-05-05 00:00:00,2022-05-13,
8746,F38162,2022-05-13 00:00:00,2022-05-13,
8747,F38163,2022-05-13 00:00:00,2022-05-16,
8748,F38164,2022-05-16 00:00:00,2022-05-16,
8749,F38165,2022-05-16 00:00:00,2022-05-16,
8750,F38166,2022-05-16 00:00:00,2022-05-16,
8751,F38167,2022-05-16 00:00:00,2022-05-16,
8752,F38168,2022-05-16 00:00:00,2022-05-16,
8753,F38169,2022-05-16 00:00:00,2022-05-16,
8754,F38170,2022-05-12 00:00:00,2022-06-16,
8755,F38171,2022-05-17 00:00:00,2022-05-17,
8756,F38172,2022-05-17 00:00:00,2022-05-17,
8757,F38173,2022-05-17 00:00:00,2022-05-17,
8758,F38174,2022-05-17 00:00:00,2022-05-17,
8759,F38175,2022-05-17 00:00:00,2022-05-17,
8760,F38176,2022-05-16 00:00:00,2022-05-17,
8761,F38177,2022-05-16 00:00:00,2022-05-17,
8762,F38178,2022-05-16 00:00:00,2022-07-16,
8763,F38179,2022-05-16 00:00:00,2022-07-16,
8764,F38180,2022-05-16 00:00:00,2022-07-16,
8765,F38181,2022-05-17 00:00:00,2022-05-17,
8766,F38182,2022-05-18 00:00:00,2022-05-18,
8767,F38183,2022-05-18 00:00:00,2022-05-18,
8768,F38184,2022-05-18 00:00:00,2022-05-18,
8769,F38185,2022-05-18 00:00:00,2022-05-18,
8770,F38186,2022-05-17 00:00:00,2022-05-18,
8771,F38187,2022-05-18 00:00:00,2022-05-18,
8772,F38188,2022-05-19 00:00:00,2022-05-18,
8773,F38189,2022-05-03 00:00:00,2022-05-18,
8774,F38190,2022-05-19 00:00:00,2022-06-03,
8775,F38191,2022-05-18 00:00:00,2022-05-27,
8776,F38192,2022-05-19 00:00:00,2022-05-19,
8777,F38193,2022-05-18 00:00:00,2022-05-19,
8778,F38194,2022-05-17 00:00:00,2022-05-19,
8779,F38195,2022-05-17 00:00:00,2022-05-19,
8780,F38196,2022-05-26 00:00:00,2022-05-19,
8781,F38197,2022-05-19 00:00:00,2022-05-19,
8782,F38198,2022-05-19 00:00:00,2022-05-19,
8783,F38199,2022-05-20 00:00:00,2022-05-20,
8784,F38200,2022-05-19 00:00:00,2022-05-20,
8785,F38201,2022-05-23 00:00:00,2022-05-20,
8786,F38202,2022-05-20 00:00:00,2022-05-28,
8787,F38203,2022-05-16 00:00:00,2022-07-19,
8788,F38204,2022-05-17 00:00:00,2022-07-04,
8789,F38205,2022-05-17 00:00:00,2022-06-19,
8790,F38206,2022-05-20 00:00:00,2022-05-20,
8791,F38207,2022-05-20 00:00:00,2022-05-20,
8792,F38208,2022-05-23 00:00:00,2022-05-23,
8793,F38209,2022-04-20 00:00:00,2022-05-23,
8794,F38210,2022-05-23 00:00:00,2022-05-23,
8795,F38211,2022-05-23 00:00:00,2022-06-07,
8796,F38212,2022-05-23 00:00:00,2022-05-23,
8797,F38213,2022-05-23 00:00:00,2022-05-23,
8798,F38214,2022-05-20 00:00:00,2022-05-31,
8799,F38215,2022-05-20 00:00:00,2022-06-22,
8800,F38216,2022-05-25 00:00:00,2022-05-23,
8801,F38217,2022-05-20 00:00:00,2022-05-23,
8802,F38218,2022-05-23 00:00:00,2022-05-23,
8803,F38219,2022-05-13 00:00:00,2022-05-23,
8804,F38220,2022-05-23 00:00:00,2022-05-23,
8805,F38221,2022-05-16 00:00:00,2022-07-08,
8806,F38222,2022-05-24 00:00:00,2022-06-23,
8807,F38223,2022-05-24 00:00:00,2022-05-24,
8808,F38224,2022-05-24 00:00:00,2022-05-24,
8809,F38225,2022-05-24 00:00:00,2022-05-24,
8810,F38226,2022-05-24 00:00:00,2022-05-24,
8811,F38227,2022-05-25 00:00:00,2022-05-25,
8812,F38228,2022-05-24 00:00:00,2022-05-25,
8813,F38229,2022-05-23 00:00:00,2022-05-25,
8814,F38230,2022-05-25 00:00:00,2022-05-25,
8815,F38231,2022-05-25 00:00:00,2022-05-25,
8816,F38232,2022-05-25 00:00:00,2022-05-25,
8817,F38233,2022-05-16 00:00:00,2022-06-25,
8818,F38234,2022-05-16 00:00:00,2022-06-25,
8819,F38235,2022-05-16 00:00:00,2022-06-25,
8820,F38236,2022-05-24 00:00:00,2022-06-25,
8821,F38237,2022-05-26 00:00:00,2022-05-26,
8822,F38238,2022-05-26 00:00:00,2022-05-26,
8823,F38239,2022-05-25 00:00:00,2022-05-26,
8824,F38240,2022-05-24 00:00:00,2022-05-26,
8825,F38241,2022-05-26 00:00:00,2022-05-26,
8826,F38242,2022-05-25 00:00:00,2022-05-26,
8827,F38243,2022-05-26 00:00:00,2022-05-26,
8828,F38244,2022-05-26 00:00:00,2022-05-26,
8829,F38245,2022-05-26 00:00:00,2022-05-26,
8830,F38246,2022-05-27 00:00:00,2022-05-27,
8831,F38247,2022-05-26 00:00:00,2022-05-27,
8832,F38248,2022-05-26 00:00:00,2022-05-27,
8833,F38249,2022-05-27 00:00:00,2022-05-27,
8834,F38250,2022-05-27 00:00:00,2022-05-27,
8835,F38251,2022-05-27 00:00:00,2022-05-27,
8836,F38252,2022-05-27 00:00:00,2022-05-27,
8837,F38253,2022-05-27 00:00:00,2022-05-27,
8838,F38254,2022-05-27 00:00:00,2022-05-27,
8839,F38255,2022-05-27 00:00:00,2022-05-27,
8840,F38256,2022-05-25 00:00:00,2022-05-27,
8841,F38257,2022-05-30 00:00:00,2022-05-30,
8842,F38258,2022-05-30 00:00:00,2022-05-30,
8843,F38259,2022-05-30 00:00:00,2022-06-14,
8844,F38260,2022-05-30 00:00:00,2022-05-30,2022-05-30
8845,F38261,2022-05-30 00:00:00,2022-05-30,
8846,F38262,2022-05-30 00:00:00,2022-05-30,
8847,F38263,2022-05-30 00:00:00,2022-05-30,
8848,F38264,2022-05-24 00:00:00,2022-05-31,
8849,F38265,2022-05-30 00:00:00,2022-05-31,
8850,F38266,2022-05-31 00:00:00,2022-05-31,
8851,F38267,2022-05-31 00:00:00,2022-06-08,
8852,F38268,2022-05-31 00:00:00,2022-05-31,
8853,F38269,2022-05-31 00:00:00,2022-05-31,
8854,F38270,2022-05-25 00:00:00,2022-05-31,
8855,F38271,2022-05-05 00:00:00,2022-05-31,
8856,F38272,2022-05-31 00:00:00,2022-05-31,
8857,F38273,2022-05-31 00:00:00,2022-05-31,
8858,F38274,2022-05-31 00:00:00,2022-05-31,
8859,F38275,2022-05-31 00:00:00,2022-05-31,
8860,F38276,2022-05-25 00:00:00,2022-05-31,
8861,F38277,2022-05-27 00:00:00,2022-07-30,
8862,F38278,2022-05-27 00:00:00,2022-07-30,
8863,F38279,2022-05-19 00:00:00,2022-06-30,
8864,F38280,2022-05-31 00:00:00,2022-05-31,
8865,F38281,2022-06-06 00:00:00,2022-05-31,
8866,F38282,2022-05-31 00:00:00,2022-05-31,
8867,F38283,2022-06-01 00:00:00,2022-05-31,
8868,F38284,2022-05-23 00:00:00,2022-05-31,
8869,F38285,2022-05-31 00:00:00,2022-05-31,
8870,F38286,2021-10-29 00:00:00,2022-07-16,
8871,F38287,2022-06-01 00:00:00,2022-06-01,
8872,F38288,2022-06-01 00:00:00,2022-06-01,
8873,F38289,2022-06-01 00:00:00,2022-06-01,
8874,F38290,2022-06-01 00:00:00,2022-06-01,
8875,F38291,2022-05-30 00:00:00,2022-07-01,
8876,F38292,2022-05-30 00:00:00,2022-06-01,2022-06-02
8877,F38293,2022-05-27 00:00:00,2022-08-01,
8878,F38294,2022-05-16 00:00:00,2022-07-17,
8879,F38295,2022-04-13 00:00:00,2022-06-02,
8880,F38296,2022-05-26 00:00:00,2022-07-02,
8881,F38297,2022-05-31 00:00:00,2022-06-17,
8882,F38298,2022-06-02 00:00:00,2022-06-02,
8883,F38299,2022-06-02 00:00:00,2022-06-02,
8884,F38300,2022-05-30 00:00:00,2022-06-02,
8885,F38301,2022-06-02 00:00:00,2022-08-01,
8886,F38302,2022-06-02 00:00:00,2022-06-02,
8887,F38303,2022-06-02 00:00:00,2022-06-02,
8888,F38304,2022-05-30 00:00:00,2022-06-02,
8889,F38305,2022-06-02 00:00:00,2022-06-02,
8890,F38306,2022-06-03 00:00:00,2022-06-03,
8891,F38307,2022-06-03 00:00:00,2022-06-03,
8892,F38308,2022-06-03 00:00:00,2022-06-03,2022-06-07
8893,F38309,2022-06-03 00:00:00,2022-06-03,
8894,F38310,2022-06-03 00:00:00,2022-06-03,
8895,F38311,2022-06-03 00:00:00,2022-06-03,
8896,F38312,2022-05-30 00:00:00,2022-07-03,
8897,F38313,2022-06-03 00:00:00,2022-06-03,
8898,F38314,2022-06-03 00:00:00,2022-06-03,
8899,F38315,2022-05-25 00:00:00,2022-06-06,
8900,F38316,2022-06-06 00:00:00,2022-06-06,
8901,F38317,2022-05-25 00:00:00,2022-06-06,
8902,F38318,2022-06-08 00:00:00,2022-07-06,
8903,F38319,2022-06-06 00:00:00,2022-06-06,
8904,F38320,2022-06-06 00:00:00,2022-06-06,
8905,F38321,2022-06-06 00:00:00,2022-06-06,
8906,F38322,2022-06-06 00:00:00,2022-06-06,
8907,F38323,2022-06-06 00:00:00,2022-06-06,
8908,F38324,2022-06-07 00:00:00,2022-06-07,
8909,F38325,2022-06-07 00:00:00,2022-06-07,
8910,F38326,2022-06-03 00:00:00,2022-06-07,
8911,F38327,2022-06-07 00:00:00,2022-06-07,
8912,F38328,2022-06-07 00:00:00,2022-06-07,
8913,F38329,2022-06-03 00:00:00,2022-06-07,
8914,F38330,2022-06-07 00:00:00,2022-06-07,2022-06-07
8915,F38331,2022-06-07 00:00:00,2022-06-07,
8916,F38332,2022-06-07 00:00:00,2022-06-07,
8917,F38333,2022-06-07 00:00:00,2022-06-07,
8918,F38334,2022-06-07 00:00:00,2022-06-07,
8919,F38335,2022-06-08 00:00:00,2022-06-08,
8920,F38336,2022-06-08 00:00:00,2022-06-08,
8921,F38337,2022-06-08 00:00:00,2022-06-08,
8922,F38338,2022-06-08 00:00:00,2022-06-08,
8923,F38339,2022-06-07 00:00:00,2022-06-23,
8924,F38340,2022-06-08 00:00:00,2022-06-08,
8925,F38341,2022-06-09 00:00:00,2022-07-09,
8926,F38342,2022-06-09 00:00:00,2022-06-09,
8927,F38343,2022-06-03 00:00:00,2022-07-09,
8928,F38344,2022-06-10 00:00:00,2022-08-08,
8929,F38345,2022-02-22 00:00:00,2022-06-09,
8930,F38346,2022-06-03 00:00:00,2022-06-09,
8931,F38347,2022-06-09 00:00:00,2022-06-09,
8932,F38348,2022-06-09 00:00:00,2022-06-09,
8933,F38349,2022-06-09 00:00:00,2022-06-09,
8934,F38350,2022-06-09 00:00:00,2022-06-09,
8935,F38351,2022-06-09 00:00:00,2022-06-09,
8936,F38352,2022-06-03 00:00:00,2022-07-10,
8937,F38353,2022-06-09 00:00:00,2022-06-18,
8938,F38354,2022-06-10 00:00:00,2022-06-10,
8939,F38355,2022-06-10 00:00:00,2022-06-10,
8940,F38356,2022-06-10 00:00:00,2022-06-10,
8941,F38357,2022-06-10 00:00:00,2022-06-10,
8942,F38358,2022-06-10 00:00:00,2022-06-10,
8943,F38359,2022-06-10 00:00:00,2022-06-10,
8944,F38360,2022-06-13 00:00:00,2022-08-09,
8945,F38361,2022-06-13 00:00:00,2022-07-10,
8946,F38362,2022-06-10 00:00:00,2022-07-25,
8947,F38363,2022-06-13 00:00:00,2022-06-13,
8948,F38364,2022-06-13 00:00:00,2022-06-13,
8949,F38365,2022-06-14 00:00:00,2022-06-13,
8950,F38366,2022-06-13 00:00:00,2022-06-13,
8951,F38367,2022-06-03 00:00:00,2022-07-13,
8952,F38368,2022-06-10 00:00:00,2022-06-13,
8953,F38369,2022-06-09 00:00:00,2022-06-14,
8954,F38370,2022-06-14 00:00:00,2022-06-14,
8955,F38371,2022-06-14 00:00:00,2022-06-14,
8956,F38372,2022-06-09 00:00:00,2022-06-29,
8957,F38373,2022-06-14 00:00:00,2022-06-14,
8958,F38374,2022-06-07 00:00:00,2022-07-14,
8959,F38375,2022-06-14 00:00:00,2022-06-14,
8960,F38376,2022-06-14 00:00:00,2022-06-14,
8961,F38377,2022-06-14 00:00:00,2022-06-14,
8962,F38378,2022-06-14 00:00:00,2022-06-14,
8963,F38379,2022-06-15 00:00:00,2022-06-30,
8964,F38380,2022-06-23 00:00:00,2022-06-15,
8965,F38381,2022-06-15 00:00:00,2022-06-15,
8966,F38382,2022-06-15 00:00:00,2022-06-30,
8967,F38383,2022-06-10 00:00:00,2022-07-15,
8968,F38384,2022-06-15 00:00:00,2022-06-15,
8969,F38385,2022-06-15 00:00:00,2022-07-15,
8970,F38386,2022-06-15 00:00:00,2022-06-15,
8971,F38387,2022-06-15 00:00:00,2022-06-15,
8972,F38388,2022-06-14 00:00:00,2022-06-30,
8973,F38389,2022-06-15 00:00:00,2022-06-15,
8974,F38390,2022-06-13 00:00:00,2022-07-31,
8975,F38391,2022-06-09 00:00:00,2022-07-16,
8976,F38392,2022-06-16 00:00:00,2022-06-16,
8977,F38393,2022-06-14 00:00:00,2022-07-16,
8978,F38394,2022-06-16 00:00:00,2022-06-16,
8979,F38395,2022-06-16 00:00:00,2022-06-16,
8980,F38396,2022-06-16 00:00:00,2022-06-16,
8981,F38397,2022-06-16 00:00:00,2022-06-16,
8982,F38398,2022-06-16 00:00:00,2022-06-16,
8983,F38399,2022-06-07 00:00:00,2022-06-16,
8984,F38400,2022-06-16 00:00:00,2022-07-17,
8985,F38401,2022-06-17 00:00:00,2022-07-17,
8986,F38402,2022-06-17 00:00:00,2022-06-17,
8987,F38403,2022-06-17 00:00:00,2022-06-17,
8988,F38404,2022-06-17 00:00:00,2022-06-17,
8989,F38405,2022-06-09 00:00:00,2022-07-17,
8990,F38406,2022-06-13 00:00:00,2022-07-17,
8991,F38407,2022-06-17 00:00:00,2022-07-17,
8992,F38408,2022-06-17 00:00:00,2022-07-17,
8993,F38409,2022-06-17 00:00:00,2022-06-17,
8994,F38410,2022-06-17 00:00:00,2022-06-17,
8995,F38411,2022-06-09 00:00:00,2022-07-17,
8996,F38412,2022-05-23 00:00:00,2022-06-17,
8997,F38413,2022-06-17 00:00:00,2022-06-17,
8998,F38414,2022-06-20 00:00:00,2022-06-20,
8999,F38415,2022-06-20 00:00:00,2022-06-20,
9000,F38416,2022-06-20 00:00:00,2022-06-20,2022-06-20
9001,F38417,2022-06-20 00:00:00,2022-06-20,
9002,F38418,2022-06-14 00:00:00,2022-06-20,
9003,F38419,2022-06-20 00:00:00,2022-06-20,
9004,F38420,2022-06-20 00:00:00,2022-06-20,
9005,F38421,2022-06-17 00:00:00,2022-07-20,
9006,F38422,2022-06-20 00:00:00,2022-06-20,
9007,F38423,2022-06-20 00:00:00,2022-08-20,
9008,F38424,2022-06-17 00:00:00,2022-07-21,
9009,F38425,2022-06-22 00:00:00,2022-06-29,
9010,F38426,2022-06-21 00:00:00,2022-06-21,
9011,F38427,2022-06-21 00:00:00,2022-06-21,
9012,F38428,2022-06-20 00:00:00,2022-07-06,
9013,F38429,2022-06-21 00:00:00,2022-06-21,
9014,F38430,2022-06-21 00:00:00,2022-06-21,
9015,F38431,2022-06-22 00:00:00,2022-06-22,
9016,F38432,2022-06-21 00:00:00,2022-06-22,
9017,F38433,2022-06-23 00:00:00,2022-07-22,
9018,F38434,2022-06-22 00:00:00,2022-06-22,
9019,F38435,2022-06-22 00:00:00,2022-06-22,
9020,F38436,2022-06-15 00:00:00,2022-06-22,
9021,F38437,2022-03-30 00:00:00,2022-06-22,
9022,F38438,2022-06-22 00:00:00,2022-06-22,
9023,F38439,2022-04-27 00:00:00,2022-07-22,
9024,F38440,2022-06-03 00:00:00,2022-06-23,
9025,F38441,2022-06-15 00:00:00,2022-06-23,
9026,F38442,2022-06-23 00:00:00,2022-07-23,
9027,F38443,2022-06-24 00:00:00,2022-06-23,
9028,F38444,2022-06-21 00:00:00,2022-07-23,
9029,F38445,2022-06-23 00:00:00,2022-06-23,
9030,F38446,2022-06-23 00:00:00,2022-06-23,
9031,F38447,2022-06-21 00:00:00,2022-06-23,
9032,F38448,2022-06-23 00:00:00,2022-06-23,
9033,F38449,2022-06-24 00:00:00,2022-06-24,
9034,F38450,2022-06-23 00:00:00,2022-06-24,
9035,F38451,2022-06-23 00:00:00,2022-06-24,2022-06-24
9036,F38452,2022-06-24 00:00:00,2022-06-24,
9037,F38453,2022-06-24 00:00:00,2022-06-24,
9038,F38454,2022-06-17 00:00:00,2022-06-24,
9039,F38455,2022-06-23 00:00:00,2022-06-24,
9040,F38456,2022-06-27 00:00:00,2022-06-24,
9041,F38457,2022-06-23 00:00:00,2022-06-24,
9042,F38458,2022-06-20 00:00:00,2022-06-24,
9043,F38459,2022-06-15 00:00:00,2022-06-24,
9044,F38460,2022-06-24 00:00:00,2022-06-24,
9045,F38461,2022-06-24 00:00:00,2022-06-24,
9046,F38462,2022-06-24 00:00:00,2022-06-24,
9047,F38463,2022-06-27 00:00:00,2022-06-27,
9048,F38464,2022-06-23 00:00:00,2022-06-27,
9049,F38465,2022-06-27 00:00:00,2022-06-27,
9050,F38466,2022-06-17 00:00:00,2022-06-27,
9051,F38467,2022-06-23 00:00:00,2022-06-27,
9052,F38468,2022-06-27 00:00:00,2022-06-27,
9053,F38469,2022-06-27 00:00:00,2022-06-27,
9054,F38470,2022-06-27 00:00:00,2022-07-27,
9055,F38471,2022-06-24 00:00:00,2022-06-28,
9056,F38472,2022-06-09 00:00:00,2022-06-28,
9057,F38473,2022-06-27 00:00:00,2022-06-28,
9058,F38474,2022-06-28 00:00:00,2022-06-28,
9059,F38475,2022-06-28 00:00:00,2022-07-13,
9060,F38476,2022-06-28 00:00:00,2022-07-13,
9061,F38477,2022-06-28 00:00:00,2022-07-13,
9062,F38478,2022-06-28 00:00:00,2022-06-28,
9063,F38479,2022-06-29 00:00:00,2022-07-29,
9064,F38480,2022-06-29 00:00:00,2022-06-29,
9065,F38481,2022-06-29 00:00:00,2022-06-29,
9066,F38482,2022-06-29 00:00:00,2022-06-29,
9067,F38483,2022-06-29 00:00:00,2022-06-29,
9068,F38484,2022-06-29 00:00:00,2022-07-29,
9069,F38485,2022-06-29 00:00:00,2022-06-29,
9070,F38486,2022-06-29 00:00:00,2022-06-29,
9071,F38487,2022-07-01 00:00:00,2022-07-30,
9072,F38488,2022-06-30 00:00:00,2022-06-30,
9073,F38489,2022-06-30 00:00:00,2022-07-15,
9074,F38490,2022-06-30 00:00:00,2022-06-30,
9075,F38491,2022-07-05 00:00:00,2022-06-30,
9076,F38492,2022-07-01 00:00:00,2022-06-30,
9077,F38493,2022-07-01 00:00:00,2022-06-30,
9078,F38494,2022-06-23 00:00:00,2022-06-30,
9079,F38495,2022-07-06 00:00:00,2022-06-30,
9080,F38496,2022-06-30 00:00:00,2022-06-30,
